abdallaoui	66	10	0.868
abdaoui	37	9	0.804
abdeddaim	23	1	0.958
abdel kader	20	5	0.8
abdel lah	877	872	0.501
abdel rahman	27	8	0.771
abdel	52	24	0.684
abdela	45	34	0.57
abdelah	111	103	0.519
abdelahe	23	17	0.575
abdelali	74	6	0.925
abdelatif	53	17	0.757
abdelaziz	200	116	0.633
abdelfatah	73	42	0.635
abdelghani	36	7	0.837
abdelhadi	88	44	0.667
abdelhafid	30	1	0.968
abdelhak	74	17	0.813
abdelhakim	32	1	0.97
abdelhamid	68	28	0.708
abdelhay	35	36	0.493
abdelilah	32	1	0.97
abdelkader	1842	1460	0.558
abdelkamel	31	8	0.795
abdelkarim	33	26	0.559
abdelkhalek	25	12	0.676
abdelkrim	138	125	0.525
abdelmajid	21	1	0.955
abdelmalek	57	12	0.826
abdelmalik	65	40	0.619
abdelmalki	20	1	0.952
abdelmanje	24	1	0.96
abdelmoula	36	5	0.878
abdelmoumen	34	5	0.872
abdelmoumni	23	1	0.958
abdelnour	20	14	0.588
abdelouahab	66	16	0.805
abdelouahed	36	1	0.973
abdelrahman	40	11	0.784
abdellah	206	226	0.477
abdellahi	58	44	0.569
abdellaoui	730	141	0.838
abdellati	63	5	0.926
abdellatif	54	1	0.982
abdelli	73	7	0.912
abdellouli	25	1	0.962
abdenbaoui	25	1	0.962
abdenbi	38	8	0.826
abdennour	26	1	0.963
abderrahaman	346	290	0.544
abderrahim	110	24	0.821
abderrahman	176	153	0.535
abderrahmane	167	59	0.739
abderrahmani	24	1	0.96
abderraman	88	46	0.657
abderrazak	87	24	0.784
abdeselam	1933	1888	0.506
abdeslam	242	339	0.417
abdeslami	30	1	0.968
abdessadki	20	6	0.769
abdessamad	38	12	0.76
abdessamie	212	7	0.968
abdi	305	65	0.824
abdin	29	13	0.69
abdo	68	38	0.642
abdola	26	5	0.839
abdon	105	92	0.533
abdou	176	33	0.842
abdouh	44	5	0.898
abdoul	23	1	0.958
abdoulaye	75	5	0.938
abdoun	112	28	0.8
abdoune	27	1	0.964
abdouni	42	6	0.875
abdous	27	1	0.964
abdoussi	84	5	0.944
abdul	486	54	0.9
abdulai	51	1	0.981
abdulrahman	24	9	0.727
abdulla	26	15	0.634
abdullah	174	27	0.866
abdur	23	1	0.958
abdus	25	1	0.962
abe	73	46	0.613
abeal	239	199	0.546
abecasis	48	53	0.475
abecassis	22	13	0.629
abecia	364	297	0.551
abechuco	25	37	0.403
abed bahtsou	21	1	0.955
abed	260	48	0.844
abedin	33	1	0.971
abedul	49	45	0.521
abegon	58	68	0.46
abegue	31	56	0.356
abeigon	20	30	0.4
abeijon	913	1164	0.44
abeja	115	153	0.429
abejar	25	29	0.463
abejaro	93	107	0.465
abejer	54	52	0.509
abejez	42	25	0.627
abejon	527	525	0.501
abel de la cruz	24	24	0.5
abel	757	595	0.56
abela	260	185	0.584
abelaira	339	381	0.471
abelairas	314	258	0.549
abelan	21	24	0.467
abelardo	20	9	0.69
abele	28	1	0.966
abeledo	970	937	0.509
abeleira	271	245	0.525
abelenda	1132	1026	0.525
abels	23	1	0.958
abella	4357	4480	0.493
abellan garcia	38	37	0.507
abellan	10631	10563	0.502
abellana	69	80	0.463
abellanas	98	42	0.7
abellaneda	490	530	0.48
abellanet	26	14	0.65
abellas	106	111	0.488
abelleira	1210	1033	0.539
abelli	48	47	0.505
abello	1468	1428	0.507
abellon	297	372	0.444
abelludo	32	9	0.78
abeme	23	37	0.383
abendaño	232	253	0.478
abendibar	53	45	0.541
abengochea	51	37	0.58
abengoza	89	52	0.631
abengozar	506	480	0.513
abenia	374	351	0.516
abenoja	23	14	0.622
abenojar	323	257	0.557
abenoza	205	200	0.506
abentin	31	17	0.646
abenza	1570	1559	0.502
aber	23	7	0.767
aberasturi	521	530	0.496
aberg	24	1	0.96
aberkan	162	54	0.75
aberkane	170	39	0.813
abero	23	31	0.426
aberrada	31	9	0.775
abert	34	31	0.523
aberturas	141	114	0.553
aberturo	22	37	0.373
abeso	196	151	0.565
abet	46	52	0.469
abete	236	187	0.558
abeya	35	39	0.473
abeytua	60	70	0.462
abgar	32	1	0.97
abgaryan	36	1	0.973
abghi	26	1	0.963
abi	23	1	0.958
abia	839	836	0.501
abian	565	559	0.503
abibou	24	1	0.96
abid	728	118	0.861
abida	118	16	0.881
abidallah	20	1	0.952
abidar	42	11	0.792
abide	20	5	0.8
abidi	283	34	0.893
abidin	24	10	0.706
abiega	76	66	0.535
abietar	224	213	0.513
abil	46	31	0.597
abilio	49	34	0.59
abilla	72	90	0.444
abillar	47	61	0.435
abilleira	546	595	0.479
abin	144	161	0.472
abinzano	58	52	0.527
abio	323	283	0.533
abiol	88	100	0.468
abion	63	53	0.543
abis	25	20	0.556
abitbol	43	41	0.512
abizanda	400	426	0.484
abja	23	8	0.742
abjayou	35	14	0.714
abjij	22	7	0.759
abkari	29	6	0.829
abkik	42	1	0.977
abla	25	1	0.962
ablanedo	258	252	0.506
ablanque	108	79	0.578
aboagye	35	1	0.972
aboal	238	186	0.561
abobo	20	15	0.571
abogo	33	82	0.287
aboin	95	81	0.54
aboitiz	294	347	0.459
abolacio	21	24	0.467
abolafia	310	396	0.439
abolafio	365	399	0.478
aboli	54	70	0.435
abollado	188	179	0.512
abollo	188	226	0.454
abon	128	116	0.525
abona	21	21	0.5
abonjo	41	36	0.532
aborruza	25	21	0.543
abos	659	647	0.505
abou medlej	38	41	0.481
abou	197	38	0.838
abouali	28	1	0.966
abouallal	50	5	0.909
aboubi	22	1	0.957
aboud	54	18	0.75
aboudaoud	24	1	0.96
aboudi	25	6	0.806
aboufaras	101	18	0.849
aboufaris	170	25	0.872
abouhaboucha	29	1	0.967
abouhafs	26	7	0.788
abouhrait	45	1	0.978
abouinan	24	1	0.96
aboukar	23	1	0.958
aboulaich	21	11	0.656
aboulas	20	6	0.769
aboulfath	20	1	0.952
aboulfounoun	23	1	0.958
aboulibada	29	8	0.784
aboulkacem	35	6	0.854
aboulouafa	23	1	0.958
aboulqasim	20	1	0.952
abounaim	29	1	0.967
abounasr	30	1	0.968
abounsar	24	1	0.96
aboura	24	1	0.96
abouri	31	11	0.738
abourich	33	1	0.971
aboussi	24	1	0.96
aboutayeb	29	1	0.967
abouyaala	62	1	0.984
abouyacoub	29	1	0.967
abouzahr	42	15	0.737
abouzaid	23	1	0.958
abouzra	36	6	0.857
aboy	667	521	0.561
aboza	55	46	0.545
abrado	31	17	0.646
abraham	674	438	0.606
abrahams	53	1	0.981
abrahamsson	23	7	0.767
abrahamyan	81	5	0.942
abrahan	45	31	0.592
abraila	28	25	0.528
abrain	64	53	0.547
abraira	276	247	0.528
abraldes	396	323	0.551
abram	61	30	0.67
abramo	84	74	0.532
abramov	31	5	0.861
abramova	51	12	0.81
abramowicz	22	1	0.957
abrams	25	1	0.962
abran	25	11	0.694
abrante	1037	1041	0.499
abrantes	144	121	0.543
abrar	39	1	0.975
abras	89	72	0.553
abrego	362	347	0.511
abregu	96	66	0.593
abreu	5473	5470	0.5
abreut	88	121	0.421
abrie	21	17	0.553
abrighach	29	9	0.763
abrigo	78	81	0.491
abrihan	24	1	0.96
abril martorell	21	1	0.955
abril	8504	8177	0.51
abrines	281	238	0.541
abrio	133	149	0.472
abrisketa	104	96	0.52
abrisqueta	305	297	0.507
abrodes	35	39	0.473
abrodos	73	76	0.49
abrouk	24	1	0.96
abrudan	134	8	0.944
abrudean	20	1	0.952
abrunhosa	21	22	0.488
abruña	75	89	0.457
abruñedo	112	87	0.563
abruñeiras	34	43	0.442
abruza	25	35	0.417
abselam	476	367	0.565
abselan	28	30	0.483
abt	21	11	0.656
abu	116	24	0.829
abubakar	125	12	0.912
abubakari	46	1	0.979
abucide	51	70	0.421
abucha	133	108	0.552
abud	39	29	0.574
abuelo	178	152	0.539
abuin	1794	1779	0.502
abuja	95	102	0.482
abujas	96	103	0.482
abujeta	58	62	0.483
abujetas	22	24	0.478
abul	43	5	0.896
abuladze	20	1	0.952
abuli	164	145	0.531
abundancia	23	17	0.575
aburruza	23	35	0.397
aburto	233	220	0.514
aburuza	108	100	0.519
abuy	34	49	0.41
acacio	546	513	0.516
acaiñas	60	46	0.566
acal	470	480	0.495
acame	49	57	0.462
acamer	49	36	0.576
acanfora	22	1	0.957
acarapi	31	31	0.5
acaro	270	307	0.468
acarregui	138	107	0.563
acarreta	106	98	0.52
acasandrei	70	1	0.986
acaso	72	48	0.6
acasuso	108	105	0.507
acatrinei	124	6	0.954
acaz	43	16	0.729
accensi	168	138	0.549
accino	34	15	0.694
accion	175	142	0.552
accorinti	20	1	0.952
acea	91	127	0.417
acebal	1162	1157	0.501
acebedo	932	1050	0.47
acebes	2288	2146	0.516
acebey	29	32	0.475
acebillo	41	47	0.466
acebo	1232	1392	0.47
acebras	39	32	0.549
acebron	616	638	0.491
acebuche	28	15	0.651
aced	111	124	0.472
acedo del olmo	65	38	0.631
acedo rico	21	15	0.583
acedo	7662	7927	0.492
acedos	151	142	0.515
aceijas	70	59	0.543
aceiro	24	22	0.522
aceitero	48	49	0.495
aceiton	286	231	0.553
aceituna	109	93	0.54
aceituno	3380	3354	0.502
acejo	155	151	0.507
aceldegui	28	25	0.528
acemel	224	234	0.489
acenso	46	45	0.505
aceña	1021	999	0.505
aceñero	81	88	0.479
aceñon	28	35	0.444
acera	444	492	0.474
acereda	261	254	0.507
acerete	239	262	0.477
acereto	41	60	0.406
acero	3610	3539	0.505
aceta	91	79	0.535
acevedo	9280	9280	0.5
aceves	599	578	0.509
aceytuno	65	47	0.58
aciar	25	17	0.595
acicolla	53	52	0.505
aciego	91	64	0.587
acien	640	632	0.503
acilu	27	20	0.574
acillona	47	48	0.495
acimas	32	43	0.427
acin	956	910	0.512
acinas	240	226	0.515
aciobanitei	30	1	0.968
aciron	69	60	0.535
acisclo	43	28	0.606
acitores	236	163	0.591
aciu	30	1	0.968
acker	26	7	0.788
ackerman	31	7	0.816
ackermann	99	24	0.805
ackroyd	20	1	0.952
acle	36	23	0.61
acobi	29	18	0.617
acon	416	397	0.512
aconda	27	21	0.562
acordagoitia	50	41	0.549
acosa	75	57	0.568
acosta	29245	29305	0.499
acquah	55	5	0.917
acquaroni	25	23	0.521
acris	26	23	0.531
acs	31	1	0.969
acsinte	44	1	0.978
acton	33	1	0.971
acu	25	1	0.962
acua	25	18	0.581
acuaviva	54	81	0.4
acuna	33	19	0.635
acuña	6867	6443	0.516
acuñas	115	160	0.418
acuria	21	22	0.488
acurio	162	220	0.424
acuyo	278	266	0.511
acha	1726	1685	0.506
achab	94	16	0.855
achabal	57	95	0.375
achabbab	33	1	0.971
achaerandio	138	108	0.561
achaga	80	70	0.533
achahbar	366	71	0.838
achahboun	114	22	0.838
achahboune	23	1	0.958
achahchah	30	1	0.968
achak	61	1	0.984
achakkar	22	1	0.957
achalandabaso	169	159	0.515
achalhe	21	1	0.955
achalhi	158	15	0.913
achamlal	54	16	0.771
achandir	25	7	0.781
achaoui	29	7	0.806
achaques	55	81	0.404
achar	28	21	0.571
achargui	38	1	0.974
acharki	260	71	0.785
acharoui	41	6	0.872
acharya	33	11	0.75
achata	30	13	0.698
achau	94	80	0.54
achaval	51	56	0.477
achbani	28	1	0.966
achbari	25	1	0.962
achchab	31	9	0.775
ache	27	26	0.509
acheampong	60	10	0.857
acheddad	54	8	0.871
achega	52	61	0.46
achehbar	24	1	0.96
achell	45	43	0.511
achemlal	51	11	0.823
acherkouk	94	23	0.803
achernan	33	1	0.971
acherrat	23	1	0.958
achhab	67	16	0.807
achhoud	30	13	0.698
achi	62	33	0.653
achiaga	136	127	0.517
achiban	30	1	0.968
achibane	27	1	0.964
achicallende	46	34	0.575
achig	116	116	0.5
achik	25	1	0.962
achim	476	20	0.96
achiq	23	1	0.958
achir	86	9	0.905
achirica	66	74	0.471
achitei	73	1	0.986
achkara	21	5	0.808
achkoukar	27	1	0.964
achlouch	48	10	0.828
acho	35	44	0.443
achon	138	106	0.566
achondo	38	27	0.585
achor	52	34	0.605
achotegui	70	68	0.507
achoub	26	6	0.812
achouba	69	29	0.704
achouch	23	1	0.958
achouitar	43	10	0.811
achouiti	33	10	0.767
achoukhi	49	7	0.875
achour	248	34	0.879
achouragh	66	12	0.846
achouri	131	15	0.897
achqir	20	1	0.952
achraf	29	1	0.967
achraou	26	1	0.963
achtout	22	1	0.957
achu	21	9	0.7
achucarro	205	175	0.539
achurra	155	151	0.507
achury	28	10	0.737
achutegui	336	317	0.515
ada	193	270	0.417
adabbar	26	5	0.839
adadi	22	1	0.957
adahchour	32	7	0.821
adail	35	27	0.565
adair	39	1	0.975
adalia	229	227	0.502
adalid	1030	1086	0.487
adam	2008	848	0.703
adama	66	7	0.904
adamczyk	104	6	0.945
adame	2913	2847	0.506
adamek	27	8	0.771
adames	455	440	0.508
adamescu	27	1	0.964
adamez	257	284	0.475
adami	41	12	0.774
adamo	56	21	0.727
adamova	28	1	0.966
adamowicz	25	5	0.833
adams	805	120	0.87
adamska	23	1	0.958
adamski	37	1	0.974
adamson	109	16	0.872
adamu	53	7	0.883
adamuz	1119	1216	0.479
adamyan	48	8	0.857
adan	6475	6404	0.503
adanero	218	294	0.426
adanez	288	315	0.478
adanza	38	15	0.717
adao	55	25	0.688
adar	41	5	0.891
adardour	35	9	0.795
adarme	23	24	0.489
adaro	51	57	0.472
adarraga	111	109	0.505
adarve	426	426	0.5
adarvez	20	17	0.541
adascalitei	46	1	0.979
adasme	50	38	0.568
aday	22	19	0.537
adbib	37	7	0.841
adcock	48	5	0.906
adda	173	38	0.82
addadi	70	1	0.986
addahchouri	23	1	0.958
addahri	24	9	0.727
addai	38	9	0.809
addal	22	11	0.667
addaoui	23	1	0.958
addi	196	30	0.867
addis	37	1	0.974
addison	76	6	0.927
addo	34	6	0.85
addou	202	18	0.918
addouti	21	1	0.955
addya	22	1	0.957
ade	131	134	0.494
adeba	39	30	0.565
adebayo	44	6	0.88
aded	24	12	0.667
adeel	33	1	0.971
adega	86	96	0.473
adegas	26	11	0.703
adekunle	23	1	0.958
adel	139	41	0.772
adelantado	820	847	0.492
adeler	20	18	0.526
adelino	59	48	0.551
adeliño	50	73	0.407
adell	2889	2782	0.509
adem	39	10	0.796
adema	24	20	0.545
ademan	29	16	0.644
ademola	24	7	0.774
ademov	24	7	0.774
adern	35	44	0.443
adeva	654	626	0.511
adeyemi	23	8	0.742
adghir	50	1	0.98
adhikari	61	5	0.924
adi	53	16	0.768
adiaconitei	23	1	0.958
adib	90	19	0.826
adiego	565	507	0.527
adil	146	19	0.885
adillo	66	81	0.449
adillon	103	120	0.462
adim	48	1	0.98
adin	73	71	0.507
adina	30	35	0.462
adir	515	28	0.948
adjal	25	1	0.962
adjar	28	1	0.966
adjei	197	25	0.887
adkins	23	1	0.958
adlani	39	5	0.886
adler	116	33	0.779
adli	52	1	0.981
admella	32	19	0.627
admetlla	118	94	0.557
admetller	21	14	0.6
admi	73	7	0.912
adnan	139	12	0.921
adnane	50	6	0.893
adnani	130	24	0.844
adnaouan	23	5	0.821
ado	34	46	0.425
adobes	82	112	0.423
adochitei	64	1	0.985
adodo	20	1	0.952
adolfo	56	69	0.448
adon	26	26	0.5
adones	47	41	0.534
adorna	363	336	0.519
adorno	161	128	0.557
adot	200	239	0.456
adra	42	63	0.4
adrada	253	260	0.493
adradas	60	45	0.571
adrado	25	16	0.61
adrados	745	786	0.487
adran	71	79	0.473
adrao	21	11	0.656
adraos	84	50	0.627
adraou	22	6	0.786
adraoui	202	43	0.824
adrar	21	1	0.955
adrees	21	1	0.955
adria	481	407	0.542
adriaensens	39	13	0.75
adrian	2685	2665	0.502
adriano	129	101	0.561
adrianzen	37	31	0.544
adriazola	72	56	0.562
adrien	21	7	0.75
adrio	253	215	0.541
adrobau	26	37	0.413
adroer	42	19	0.689
adrogue	39	30	0.565
adroguer	29	30	0.492
adroher	288	228	0.558
adrover	2840	2798	0.504
adrubau	31	48	0.392
adsera	93	64	0.592
adserias	74	50	0.597
adsuar	606	692	0.467
adsuara	569	653	0.466
adu	120	7	0.945
adua	51	31	0.622
adui	22	1	0.957
adun	25	1	0.962
aduna	90	92	0.495
aduriz	273	276	0.497
adurriaga	26	22	0.542
aduviri	30	26	0.536
advani	49	28	0.636
advincula	55	52	0.514
adwani	21	9	0.7
adzerias	32	33	0.492
adzet	20	27	0.426
adzovic	38	5	0.884
aedo	264	270	0.494
ael	24	14	0.632
aelenei	41	1	0.976
aenlle	51	75	0.405
aerts	52	5	0.912
afailal	127	28	0.819
afakir	148	14	0.914
afalah	20	1	0.952
afallah	55	1	0.982
afan de ribera	59	53	0.527
afan de rivera	132	139	0.487
afan	626	463	0.575
afanador	164	205	0.444
afanase	20	1	0.952
afanasyeva	35	10	0.778
afantrous	30	1	0.968
afantrouss	29	7	0.806
afassi	77	22	0.778
afazaz	32	1	0.97
afelad	33	1	0.971
afellad	52	11	0.825
afellah	20	5	0.8
afendi	22	1	0.957
affane	36	7	0.837
affani	29	1	0.967
afful	31	6	0.838
afia	147	29	0.835
afif	198	34	0.853
afifi	43	18	0.705
afilal	152	56	0.731
afkir	826	152	0.845
aflat	37	1	0.974
afloarei	50	6	0.893
afolabi	25	1	0.962
afonso	10289	10085	0.505
afounas	23	1	0.958
afourid	33	1	0.971
afra	20	13	0.606
afram	22	1	0.957
afrasinei	38	1	0.974
afreijo	27	42	0.391
afrim	21	1	0.955
afriyie	31	6	0.838
afroukh	34	1	0.971
aftab	82	7	0.921
afuera	91	79	0.535
afza	24	1	0.96
afzaal	150	6	0.962
afzal	640	20	0.97
aga	59	13	0.819
agabo	37	40	0.481
agache	125	12	0.912
agachi	56	1	0.982
agafitei	67	1	0.985
agaiz	23	1	0.958
agama	90	87	0.508
agamez	24	28	0.462
aganzo	93	70	0.571
agape	55	5	0.917
agapi	23	1	0.958
agapie	118	5	0.959
agapito	223	224	0.499
agar	119	82	0.592
agarrabeitia	33	31	0.516
agarraberes	26	19	0.578
agarrado	110	118	0.482
agavriloaie	43	1	0.977
agazzi	33	11	0.75
agba	20	1	0.952
agbalou	23	1	0.958
agbalu	34	7	0.829
agbonlahor	34	1	0.971
agbontaen	34	1	0.971
agbonze	22	1	0.957
agdal	22	1	0.957
agdi	68	12	0.85
agdid	20	1	0.952
agea	932	952	0.495
ageitos	664	733	0.475
agejas	77	68	0.531
agel	30	52	0.366
agelan	23	33	0.411
agelet	97	86	0.53
agell	313	281	0.527
agenjo	1118	994	0.529
agenjos	21	21	0.5
ageno	25	19	0.568
ageo	31	23	0.574
ager	91	31	0.746
agero	52	74	0.413
agesta	167	211	0.442
agha	30	8	0.789
aghadar	24	1	0.96
aghaddar	49	1	0.98
aghahowa	57	9	0.864
aghajanyan	40	1	0.976
agharbi	269	94	0.741
aghattas	41	8	0.837
aghbal	56	1	0.982
aghbalou	156	34	0.821
aghedo	43	10	0.811
aghmari	21	1	0.955
aghmir	326	46	0.876
aghmiri	29	10	0.744
agho	97	27	0.782
aghrib	65	20	0.765
aghribi	25	16	0.61
aghzali	23	1	0.958
aghzout	20	5	0.8
agila	108	156	0.409
agilda	109	78	0.583
aginaga	137	71	0.659
aginagalde	88	63	0.583
aginako	44	28	0.611
agiriano	84	47	0.641
agirre	2165	1794	0.547
agirrebeitia	23	30	0.434
agirrebengoa	45	56	0.446
agirrebeña	49	16	0.754
agirregabiria	75	56	0.573
agirregoikoa	41	21	0.661
agirregoitia	28	20	0.583
agirregomezkorta	101	88	0.534
agirresarobe	47	33	0.588
agirretxe	111	96	0.536
agirretxea	38	14	0.731
agirreurreta	51	39	0.567
agirrezabal	144	66	0.686
agirrezabala	183	168	0.521
agirrezabalaga	88	61	0.591
agis	285	283	0.502
agiu	23	1	0.958
agius	27	42	0.391
aglilah	55	5	0.917
aglio	113	70	0.617
agmir	103	14	0.88
agnaou	59	1	0.983
agne	52	56	0.481
agnes	20	13	0.606
agnew	35	10	0.778
agnieszka	21	1	0.955
agno	23	1	0.958
agoiz	135	113	0.544
agon	133	106	0.556
agorreta	334	371	0.474
agorria	95	104	0.477
agos	89	69	0.563
agost	374	386	0.492
agosti	22	20	0.524
agostinelli	38	18	0.679
agostinho	104	72	0.591
agostini	100	35	0.741
agostino	22	8	0.733
agosto	47	30	0.61
agote	408	321	0.56
agoues	54	33	0.621
agoujil	32	1	0.97
agouni	27	1	0.964
agourram	39	7	0.848
agout	46	55	0.455
agra	1943	1797	0.52
agradano	46	44	0.511
agrafojo	415	393	0.514
agrait	21	16	0.568
agramonte	439	424	0.509
agramunt	865	950	0.477
agras	218	262	0.454
agrasar	215	261	0.452
agraso	348	321	0.52
agrasot	40	40	0.5
agraz	670	727	0.48
agreda	1181	1170	0.502
agredano	864	942	0.478
agredas	28	34	0.452
agredeño	23	20	0.535
agredo	126	148	0.46
agregan	41	47	0.466
agrela	90	87	0.508
agrelo	798	990	0.446
agrella	40	21	0.656
agrigoroaei	25	1	0.962
agrirch	21	11	0.656
agrisan	20	1	0.952
agrisuelas	25	23	0.521
agroba	27	29	0.482
agromartin	35	28	0.556
agromayor	105	107	0.495
agrour	20	1	0.952
agruña	95	135	0.413
agu	58	10	0.853
agua	275	284	0.492
aguacil	44	63	0.411
aguade	328	328	0.5
aguaded	208	181	0.535
aguadero	264	209	0.558
aguado	21265	21012	0.503
aguagallo	25	31	0.446
aguaisa	25	16	0.61
aguaiza	49	57	0.462
agualongo	108	90	0.545
agualsaca	23	25	0.479
aguallo	31	36	0.463
aguanell	21	15	0.583
aguar	126	152	0.453
aguareles	102	77	0.57
aguarod	54	57	0.486
aguaron	435	491	0.47
aguarta	45	58	0.437
aguas	627	622	0.502
aguasca	94	80	0.54
aguasvivas	20	10	0.667
aguaviva	178	173	0.507
aguay	21	20	0.512
aguayo	4062	4000	0.504
aguayza	33	34	0.493
aguaza	70	62	0.53
aguazo	26	36	0.419
agud	379	411	0.48
agudelo	2351	2460	0.489
agudiez	153	170	0.474
agudin	238	247	0.491
agudo	12087	11979	0.502
agudong	26	16	0.619
aguebor	24	10	0.706
agueda	682	679	0.501
aguedo	325	362	0.473
aguelo	117	85	0.579
aguer	73	41	0.64
aguera	4428	4433	0.5
agueras	49	49	0.5
agueria	86	62	0.581
aguero	3519	3396	0.509
agueros	275	237	0.537
aguerralde	50	43	0.538
aguerre	123	124	0.498
aguerrea	50	25	0.667
aguerrebere	37	73	0.336
aguerri	681	746	0.477
agues	113	89	0.559
aguete	208	165	0.558
agui	165	169	0.494
aguiar	4500	4555	0.497
aguila collantes	28	10	0.737
aguila	3901	4029	0.492
aguilaniedo	36	26	0.581
aguilar amat	32	39	0.451
aguilar galindo	77	55	0.583
aguilar tablada	59	68	0.465
aguilar	59167	58847	0.501
aguilarte	192	208	0.48
aguilella	909	854	0.516
aguilera	31706	31743	0.5
aguileta	28	18	0.609
aguili	100	6	0.943
aguililla	97	147	0.398
aguilo	2412	2175	0.526
aguiloche	20	16	0.556
aguilocho	225	312	0.419
aguilon	94	72	0.566
aguillo	247	308	0.445
