abdoul	135	1
abdoulaye	1809	1
abdoulie	238	1
abdoullah	25	1
abdourahamane	75	1
abdourahman	22	1
abdourahmane	162	1
abdramane	24	1
abdu	27	1
abdul aziz	29	1
abdul karim	53	1
abdul rahman	48	1
abdul razak	26	1
abdul rehman	58	1
abdul wahab	23	1
abdul	1151	1
abdulah	42	1
abdulai	56	1
abdulaziz	26	1
abdulrahman	26	1
abdulla	24	1
abdullah	347	1
abdur	51	1
abdurrahman	25	1
abdus	33	1
abed	136	1
abeer	20	0
abel alberto	24	1
abel alejandro	52	1
abel andres	21	1
abel angel	90	1
abel antonio	129	1
abel carlos	25	1
abel daniel	35	1
abel dario	25	1
abel david	59	1
abel eduardo	23	1
abel enrique	32	1
abel fernando	34	1
abel francisco	73	1
abel javier	26	1
abel jesus	202	1
abel jose	143	1
abel juan	23	1
abel luis	22	1
abel manuel	81	1
abel maria	32	1
abel ramon	36	1
abel raul	21	1
abel santiago	24	1
abel vicente	20	1
abel	23147	1
abelard	34	1
abelardo antonio	32	1
abelardo jose	51	1
abelardo manuel	21	1
abelardo	3525	1
abelia	37	0
abelina	117	0
abelino	76	1
abelio	42	1
abenaura	39	0
abencio	22	1
abenchara	108	0
abhishek	20	1
abian jesus	37	1
abian jose	33	1
abian	551	1
abib	37	1
abibatou	25	0
abibou	64	1
abicha	20	0
abid	486	1
abida	211	0
abiel	35	1
abigail maria	22	0
abigail	2436	0
abilia	507	0
abilio jose	41	1
abilio manuel	23	1
abilio	2138	1
abimael	105	1
abir	243	0
abisai	28	1
abla	82	0
ablaye	137	1
abner	55	1
abou	219	1
aboubacar	273	1
aboubakar	57	1
aboubakary	21	1
aboubaker	32	1
aboubakr	92	1
aboudou	26	1
abraan	21	1
abraham antonio	31	1
abraham david	42	1
abraham francisco	25	1
abraham jesus	81	1
abraham jose	89	1
abraham luis	21	1
abraham manuel	50	1
abraham miguel	20	1
abraham	11604	1
abrahan	2104	1
abrahim	20	1
abram	40	1
abran	25	1
abrar	158	0.437
abril maria	51	0
abril	6259	0
absalon	82	1
abselam	184	1
abu bakar	33	1
abu bakr	36	1
abu	107	1
abubacar	26	1
abubacarr	64	1
abubakar	110	1
abubakari	42	1
abubakary	32	1
abubaker	104	1
abul	91	1
abulai	22	1
abundia	205	0
abundio	640	1
aby	38	0
acacia	222	0
acacio	296	1
acaimo	21	1
acaymo	241	1
acelia	20	0
acelina	21	0
acerina	101	0
acindino	28	1
acisclo	336	1
acoidan jesus	22	1
acoidan	307	1
acoraida	152	0
acoran jesus	25	1
acoran	254	1
acoydan	28	1
acracia	54	0
acracio	22	1
acher	98	1
achille	29	1
achim	93	1
achor	20	1
achoucha	70	0
achour	236	1
achoura	36	0
achraf	2008	1
achucha	36	0
ada cristina	22	0
ada isabel	28	0
ada luz	58	0
ada maria	181	0
ada marina	21	0
ada	2630	0
adael	21	1
adah	29	0
adahi	36	1
adahy	60	1
adai	105	1
adaia	102	0
adair	26	1
adal	97	1
adalbert	54	1
adalberta	34	0
adalberto	550	1
adalgisa	124	0
adalgiza	46	0
adalia	86	0
adalid	53	1
adam andrzej	25	1
adam daniel	20	1
adam david	34	1
adam james	60	1
adam jan	22	1
adam john	43	1
adam jozef	20	1
adam krzysztof	20	1
adam piotr	33	1
adam robert	23	1
adam	11336	1
adama	1459	0.807
adame	25	1
adamina	152	0
adamo	40	1
adams	101	1
adan jesus	72	1
adan jose	60	1
adan manuel	39	1
adan	4367	1
adanay	20	0
adao	53	1
adara	452	0
adargoma	24	1
adasat	64	1
adassa	58	0
aday david	25	1
aday francisco	22	1
aday jesus	116	1
aday jose	68	1
aday manuel	34	1
aday	2116	1
adaya	150	0
adda	136	0.801
addaia	26	0
addi	67	1
adeel	176	1
adeela	22	0
adei	234	1
adel	743	0.973
adela ana	31	0
adela angeles	27	0
adela antonia	35	0
adela beatriz	24	0
adela carmen	148	0
adela concepcion	29	0
adela cristina	52	0
adela dolores	43	0
adela elena	49	0
adela esther	23	0
adela isabel	125	0
adela jesus	24	0
adela josefa	42	0
adela lucia	22	0
adela margarita	39	0
adela maria	1282	0
adela mercedes	28	0
adela mihaela	21	0
adela patricia	22	0
adela pilar	67	0
adela rosa	41	0
adela rosario	28	0
adela teresa	26	0
adela victoria	31	0
adela	29257	0
adelaida carmen	35	0
adelaida isabel	28	0
adelaida maria	144	0
adelaida	9490	0
adelaide	80	0
adelaido	242	1
adelardo	247	1
adele	141	0
adelfa	137	0
adelfina	69	0
adelheid	108	0
adelia maria	41	0
adelia	939	0
adelin	84	1
adelina carmen	37	0
adelina elena	46	0
adelina isabel	23	0
adelina maria	167	0
adelina	10321	0
adelinda	25	0
adeline	67	0
adelino jose	20	1
adelino manuel	28	1
adelino	911	1
adelio	180	1
adelita	29	0
adelma	32	0
adelmo	70	1
adelo	28	1
adelto	38	1
adeluta	26	0
adem	103	1
ademar	59	1
ademir	55	1
adeodato	25	1
aderita	41	0
aderito	130	1
adesuwa	50	0
adexe	102	1
adham	75	1
adhara	185	0
adhemar	32	1
adi	121	0.785
adib	43	1
adiel	56	1
adiela	158	0
adil	3103	1
adila	45	0
adilia	74	0
adilson	76	1
adina alexandra	21	0
adina andreea	23	0
adina cristina	29	0
adina daniela	24	0
adina elena	81	0
adina gabriela	44	0
adina ioana	33	0
adina ionela	21	0
adina maria	114	0
adina mariana	21	0
adina mihaela	62	0
adina nicoleta	27	0
adina ramona	20	0
adina	616	0
adiran	33	1
adirane	26	0
adita	44	0
aditya	24	1
adjona	24	1
adjou	21	0
adjutori	24	1
admir	23	1
admiracion	128	0
adnan	1025	1
adnane	353	1
adolf	267	1
adolfa	159	0
adolfina	1635	0
adolfino	32	1
adolfo alberto	32	1
adolfo alejandro	33	1
adolfo andres	35	1
adolfo angel	48	1
adolfo antonio	154	1
adolfo carlos	86	1
adolfo daniel	25	1
adolfo david	42	1
adolfo eduardo	27	1
adolfo emilio	21	1
adolfo enrique	82	1
adolfo fernando	48	1
adolfo francisco	87	1
adolfo gustavo	40	1
adolfo ignacio	21	1
adolfo javier	151	1
adolfo jesus	214	1
adolfo jose	567	1
adolfo juan	76	1
adolfo julian	23	1
adolfo leon	48	1
adolfo luis	153	1
adolfo manuel	221	1
adolfo maria	31	1
adolfo miguel	92	1
adolfo pedro	34	1
adolfo rafael	36	1
adolfo ramon	52	1
adolfo ricardo	21	1
adolfo santiago	30	1
adolfo tomas	26	1
adolfo vicente	40	1
adolfo	23737	1
adonai	267	1
adonais	63	1
adonay	534	1
adonaya	31	0
adoney	20	1
adonina	230	0
adonino	23	1
adonis	300	1
adoracio	91	0
adoracion angeles	30	0
adoracion carmen	48	0
adoracion isabel	30	0
adoracion maria	94	0
adoracion pilar	53	0
adoracion rey	51	0
adoracion reyes	149	0
adoracion	19921	0.002
adoralina	24	0
adorinda	38	0
adosinda	184	0
adria	14722	0.996
adriaan	47	1
adriadna	27	0
adriam	23	1
adrian agustin	31	1
adrian alberto	150	1
adrian alejandro	243	1
adrian alexander	105	1
adrian alexandru	91	1
adrian alexis	24	1
adrian alfonso	34	1
adrian alfredo	27	1
adrian alin	50	1
adrian alonso	24	1
adrian andrei	26	1
adrian andres	60	1
adrian angel	59	1
adrian antonio	295	1
adrian arturo	64	1
adrian aurel	20	1
adrian bogdan	68	1
adrian borja	20	1
adrian calin	28	1
adrian carlos	72	1
adrian catalin	95	1
adrian ciprian	46	1
adrian claudiu	63	1
adrian constantin	134	1
adrian cornel	37	1
adrian cosmin	84	1
adrian costel	32	1
adrian cristian	153	1
adrian cristo	27	1
adrian charles	21	1
adrian dan	30	1
adrian daniel	218	1
adrian danut	40	1
adrian dario	37	1
adrian david	178	1
adrian dorin	21	1
adrian dumitru	62	1
adrian eduardo	91	1
adrian emanuel	27	1
adrian emil	37	1
adrian emilio	36	1
adrian enrique	80	1
adrian ernesto	24	1
adrian esteban	69	1
adrian eugen	34	1
adrian felipe	43	1
adrian fernando	108	1
adrian florin	218	1
adrian francisco	190	1
adrian gabriel	218	1
adrian george	80	1
adrian gheorghe	100	1
adrian gonzalo	26	1
adrian guillermo	31	1
adrian gustavo	63	1
adrian ignacio	40	1
adrian ilie	47	1
adrian ioan	229	1
adrian ion	57	1
adrian ionel	46	1
adrian ionut	232	1
adrian iosif	22	1
adrian ismael	31	1
adrian iulian	40	1
adrian javier	150	1
adrian jesus	631	1
adrian joaquin	29	1
adrian joel	30	1
adrian john	46	1
adrian jorge	26	1
adrian jose	662	1
adrian josue	26	1
adrian juan	40	1
adrian julian	20	1
adrian laurentiu	25	1
adrian leonardo	20	1
adrian liviu	20	1
adrian lorenzo	21	1
adrian lucian	59	1
adrian luis	103	1
adrian manuel	382	1
adrian marcel	34	1
adrian marcelo	96	1
adrian marcos	25	1
adrian maria	24	1
adrian marian	106	1
adrian mario	20	1
adrian marius	128	1
adrian martin	69	1
adrian matias	20	1
adrian mauricio	22	1
adrian michael	29	1
adrian miguel	131	1
adrian mihai	124	1
adrian mircea	24	1
adrian moises	21	1
adrian nicolae	187	1
adrian nicolas	82	1
adrian nicusor	36	1
adrian omar	26	1
adrian oscar	25	1
adrian ovidiu	59	1
adrian pablo	47	1
adrian paul	89	1
adrian pedro	39	1
adrian petru	48	1
adrian rafael	84	1
adrian ramon	43	1
adrian raul	35	1
adrian razvan	38	1
adrian ricardo	35	1
adrian robert	40	1
adrian roberto	38	1
adrian ruben	28	1
adrian salvador	30	1
adrian samuel	26	1
adrian santiago	46	1
adrian sebastian	85	1
adrian sergio	21	1
adrian sorin	75	1
adrian stefan	96	1
adrian tomas	33	1
adrian valentin	78	1
adrian vasile	231	1
adrian vicente	56	1
adrian victor	39	1
adrian viorel	53	1
adrian	138931	1
adriana alejandra	62	0
adriana alexandra	67	0
adriana alicia	23	0
adriana alina	42	0
adriana andrea	24	0
adriana angela	60	0
adriana angeles	30	0
adriana aparecida	29	0
adriana beatriz	152	0
adriana belen	53	0
adriana bianca	21	0
adriana camelia	25	0
adriana carmen	180	0
adriana carolina	208	0
adriana catalina	35	0
adriana cecilia	73	0
adriana claudia	62	0
adriana cristina	165	0
adriana daniela	84	0
adriana edith	24	0
adriana elena	170	0
adriana elisabeth	38	0
adriana elizabeth	180	0
adriana emilia	20	0
adriana esperanza	20	0
adriana estefania	40	0
adriana esther	37	0
adriana fernanda	33	0
adriana florentina	39	0
adriana florica	23	0
adriana florina	26	0
adriana gabriela	123	0
adriana georgeta	23	0
adriana georgiana	24	0
adriana graciela	28	0
adriana ines	49	0
adriana ioana	57	0
adriana ionela	28	0
adriana isabel	199	0
adriana jesus	20	0
adriana josefina	22	0
adriana judith	24	0
adriana karina	25	0
adriana laura	51	0
adriana leonor	20	0
adriana liliana	23	0
adriana loredana	25	0
adriana lorena	48	0
adriana lourdes	20	0
adriana lucia	173	0
adriana mabel	57	0
adriana magdalena	26	0
adriana manuela	23	0
adriana marcela	130	0
adriana margarita	41	0
adriana maria	1369	0
adriana mariana	50	0
adriana marina	30	0
adriana mercedes	60	0
adriana mihaela	88	0
adriana milena	53	0
adriana mirela	24	0
adriana monica	58	0
adriana nicole	23	0
adriana nicoleta	71	0
adriana noemi	57	0
adriana paola	74	0
adriana patricia	360	0
adriana paula	31	0
adriana pilar	117	0
adriana ramona	31	0
adriana raquel	45	0
adriana rocio	78	0
adriana rodica	26	0
adriana rosa	36	0
adriana rosario	30	0
adriana roxana	25	0
adriana silvia	38	0
adriana simona	35	0
adriana sofia	73	0
adriana soledad	29	0
adriana stefania	27	0
adriana teresa	44	0
adriana valentina	37	0
adriana valeria	44	0
adriana valle	33	0
adriana veronica	54	0
adriana victoria	66	0
adriana viorica	22	0
adriana	34388	0
adriane	63	0
adrianna	118	0
adriano antonio	28	1
adriano jose	44	1
adriano manuel	37	1
adriano	2486	1
adrianus johannes	22	1
adrianus	38	1
adriel	621	1
adrien	176	1
adrienn	53	0
adrienne	42	0
aduanich	32	1
aduen	90	1
adulai	36	1
aduna	26	0
adur	403	1
aetz	20	1
afaf	194	0
afafe	23	0
afia	38	0
afif	26	1
afifa	37	0
afnan	105	0
afonso	92	1
afra	151	0
afrae	21	0
africa carmen	57	0
africa isabel	38	0
africa maria	360	0
africa pilar	24	0
africa victoria	23	0
africa	11697	0
afrika	215	0
afrodisia	37	0
afrodisio	232	1
afrodita	30	0
afshan	40	0
aftab	124	1
afzaal	136	1
afzal	147	1
agafia	23	0
agapita	1035	0
agapito	3221	1
agar	108	0
agata anna	24	0
agata maria	50	0
agata	1267	0
agate	48	0
agatha	549	0
agathe	43	0
ageda	36	0
agenor	33	1
ager	305	1
aglae	36	0
aglaia	47	0
aglaya	32	0
agnaldo	37	1
agne	71	0
agnelio	21	1
agnes maria	36	0
agnes	1892	0
agnese	66	0
agneta	51	0
agnieszka anna	101	0
agnieszka barbara	43	0
agnieszka beata	27	0
agnieszka dorota	21	0
agnieszka elzbieta	28	0
agnieszka ewa	52	0
agnieszka joanna	35	0
agnieszka katarzyna	61	0
agnieszka magdalena	34	0
agnieszka malgorzata	31	0
agnieszka maria	91	0
agnieszka marta	30	0
agnieszka monika	49	0
agnieszka	847	0
agoney	357	1
agora	64	0
agostina	100	0
agostinho	212	1
agostino	83	1
agricio	22	1
agripina	1712	0
agripino	278	1
agua santa	28	0
aguas santas	459	0
aguas vivas	45	0
aguasanta	210	0
aguasantas	86	0
agueda carmen	44	0
agueda dolores	20	0
agueda isabel	41	0
agueda maria	626	0
agueda pilar	30	0
agueda rocio	24	0
agueda teresa	22	0
agueda	10473	0
aguedo	108	1
aguila	95	0
aguinaldo	27	1
agurne	104	0
agurtxane	31	0
agurtzane	1091	0
agusti	2916	1
agustin alberto	91	1
agustin alejandro	89	1
agustin alfonso	47	1
agustin alfredo	24	1
agustin andres	75	1
agustin angel	219	1
agustin antonio	263	1
agustin benito	21	1
agustin bernardo	20	1
agustin carlos	149	1
agustin carmelo	35	1
agustin damian	23	1
agustin daniel	63	1
agustin david	67	1
agustin diego	24	1
agustin domingo	53	1
agustin eduardo	45	1
agustin emilio	36	1
agustin enrique	65	1
agustin esteban	21	1
agustin eugenio	23	1
agustin ezequiel	47	1
agustin felipe	48	1
agustin felix	45	1
agustin fernando	105	1
agustin francisco	288	1
agustin gabriel	60	1
agustin gregorio	25	1
agustin guillermo	26	1
agustin ignacio	68	1
agustin ivan	20	1
agustin jaime	21	1
agustin javier	238	1
agustin jesus	271	1
agustin joaquin	23	1
agustin jorge	44	1
agustin jose	464	1
agustin juan	115	1
agustin julian	36	1
agustin julio	22	1
agustin lorenzo	27	1
agustin luis	122	1
agustin manuel	520	1
agustin maria	148	1
agustin mariano	21	1
agustin mario	26	1
agustin matias	28	1
agustin miguel	197	1
agustin nicolas	61	1
agustin pablo	58	1
agustin pedro	82	1
agustin rafael	74	1
agustin ramon	124	1
agustin raul	23	1
agustin ricardo	29	1
agustin roberto	32	1
agustin salvador	45	1
agustin santiago	69	1
agustin tomas	62	1
agustin vicente	108	1
agustin	68740	1
agustina angeles	20	0
agustina belen	60	0
agustina carmen	46	0
agustina dolores	27	0
agustina isabel	36	0
agustina maria	203	0
agustina pilar	44	0
agustina rosa	25	0
agustina soledad	26	0
agustina teresa	27	0
agustina	21664	0
ahad	22	1
ahamadou	20	1
ahamed	27	1
aharon	154	1
ahcene	98	1
ahinara	515	0
ahinoa	679	0
ahinoam	40	0
ahitana	60	0
ahlalia	41	0
ahlam	942	0
ahlame	68	0
ahlem	48	0
ahmad	826	1
ahmadou bamba	53	1
ahmadou	84	1
ahmed ali	20	1
ahmed amin	32	1
ahmed amine	53	1
ahmed baba	54	1
ahmed mahmoud	20	1
ahmed mohamed	25	1
ahmed salek	31	1
ahmed salem	110	1
ahmed	22005	1
ahmedou	38	1
ahmet	63	1
ahmida	109	1
ahmidou	58	1
ahren	33	1
ahsan	172	1
ahtisham	22	1
ai	32	0
aia	90	0
aiala	569	0
aiara	134	0
aibin	21	1
aicardo	20	1
aicong	22	0
aicha	7263	0
aichata	26	0
aichatou	36	0
aichatu	21	0
aichetou	45	0
aida beatriz	48	0
aida carmen	60	0
aida cecilia	29	0
aida cristina	40	0
aida elena	32	0
aida elizabeth	23	0
aida esperanza	20	0
aida esther	46	0
aida graciela	22	0
aida ines	20	0
aida isabel	73	0
aida lucia	37	0
aida luz	85	0
aida margarita	24	0
aida maria	930	0
aida marina	40	0
aida mercedes	34	0
aida patricia	46	0
aida pilar	28	0
aida rocio	20	0
aida rosa	58	0
aida teresa	24	0
aida	15629	0
aidan	349	1
aidas	45	1
aide	254	0
aidee	156	0
aiden	74	1
aie	62	0
aiert	226	1
aifang	24	0
aifen	129	0
aifeng	27	0
aiguang	21	1
aiguo	24	1
aihnoa	79	0
aihong	40	0
aihua	123	0
aijiao	25	0
aiju	36	0
aijuan	49	0
aijun	69	0.71
aikaterini	50	0
aiko	41	0
aila	103	0
ailan	47	0
aileen	198	0
ailen	217	0
aili	93	0
ailian	49	0
ailin	126	0
ailing	60	0
ailton	20	1
ailyn	78	0
aima	31	0
aimad	167	1
aiman	916	0.966
aimane	73	1
aimar	5082	0.991
aimara	359	0
aime	64	0.531
aimee louise	22	0
aimee	125	0
aimei	105	0
aimen	79	1
aimin	46	1
aimran	25	1
aina isabel	20	0
aina maria	505	0
aina	11550	0
ainara carmen	86	0
ainara lucia	22	0
ainara maria	203	0
ainara pino	38	0
ainara	18780	0
aine	109	0
aines	33	0
ainet	48	0
aingeru	785	1
ainhara	723	0
ainhitze	46	0
ainhize	859	0
ainhoa alejandra	47	0
ainhoa alexandra	46	0
ainhoa beatriz	33	0
ainhoa belen	36	0
ainhoa carmen	122	0
ainhoa carolina	32	0
ainhoa cristina	30	0
ainhoa daniela	36	0
ainhoa desiree	24	0
ainhoa elizabeth	35	0
ainhoa fernanda	20	0
ainhoa gabriela	23	0
ainhoa isabel	43	0
ainhoa lucia	32	0
ainhoa maria	339	0
ainhoa nerea	40	0
ainhoa nicole	31	0
ainhoa patricia	26	0
ainhoa pilar	30	0
ainhoa pino	42	0
ainhoa rocio	26	0
ainhoa sofia	31	0
ainhoa valentina	27	0
ainhoa victoria	27	0
ainhoa	42203	0
ainitze	114	0
ainize	279	0
ainna	22	0
ainoa carmen	23	0
ainoa maria	83	0
ainoa	6762	0
ainoha maria	25	0
ainoha	1600	0
aintxane	25	0
aintza	27	0
aintzane	1756	0
aintzira	23	0
aiora	675	0
aiping	111	0.477
aiqin	82	0
aira	79	0
airam jesus	61	1
airam jose	45	1
airam manuel	22	1
airam	1582	1
airan	457	1
airas	31	1
airi	26	0
airidas	21	1
airin	20	0
airis	30	0
airon	56	1
airong	23	1
airton	22	1
airy	25	0
aisa	233	0.275
aisam	28	1
aisatou	47	0
aisatu	52	0
aisetu	23	0
aisha maria	43	0
aisha	1186	0
aisling	26	0
aissa	827	0.89
aissam	162	1
aissata	154	0
aissatou	523	0
aissatu	26	0
aiste	53	0
aitami	69	1
aitana carmen	64	0
aitana lucia	23	0
aitana maria	256	0
aitana nerea	21	0
aitana rocio	31	0
aitana sofia	22	0
aitana	20889	0
aitane	27	0
aithamy	24	1
aithana	55	0
aithor	75	1
aitiana	38	0
aitor alejandro	54	1
aitor alexander	20	1
aitor andres	27	1
aitor antonio	45	1
aitor carlos	34	1
aitor daniel	47	1
aitor david	60	1
aitor eduardo	25	1
aitor francisco	51	1
aitor gabriel	21	1
aitor ignacio	38	1
aitor ivan	20	1
aitor javier	101	1
aitor jesus	119	1
aitor jose	228	1
aitor juan	32	1
aitor luis	33	1
aitor manuel	192	1
aitor maria	35	1
aitor miguel	48	1
aitor pedro	20	1
aitor	45900	1
aitxiber	71	0
aitz	29	1
aitziber	3155	0
aitzol	783	1
aitzpea	42	0
aiub	28	1
aiur	208	1
aiuri	23	0
aivaras	53	1
aiwei	47	0
aixa maria	70	0
aixa	800	0
aixiang	23	0
aixiong	22	1
aiyan	25	0
aiyana	25	0
aiying	67	0
aiyu	36	0
aiyue	25	0
aiyun	42	0
aiza	63	0
aizane	38	0
aizea	114	0
aizeti	20	0
aizhen	92	0
aizhu	82	0
aizpea	172	0
ajay	60	1
ajaz	24	1
ajit	25	1
ajmal	82	1
akaki	30	1
akane	93	0
akash	35	1
akbar	76	1
akemi	30	0
aketx	80	1
aketza	265	1
akhtar	173	0.844
akier	59	1
akiko	55	0
akila	56	0
akim	40	1
akira	105	0.648
akmal	33	1
akos	26	1
akram	1138	1
aksana	68	0
aksel	55	1
aksiniya	45	0
akvile	20	0
akwasi	38	1
al hassan	32	1
al lal	58	1
ala	209	0.124
alaa eddine	35	1
alaa	373	0.346
aladina	51	0
aladino	569	1
aladji	84	1
alae eddine	68	1
alae	552	0.277
alaeddine	35	1
alagie	74	1
alai	174	0.868
alaia	613	0
alaide	21	0
alain jean	29	1
alain jose	27	1
alain michel	23	1
alain pierre	22	1
alain	4110	1
alaina	20	0
alaine	257	0
alaitz	1561	0.013
alam	52	1
alamgir	25	1
alami	103	1
alan andres	22	1
alan arthur	26	1
alan brian	29	1
alan charles	70	1
alan daniel	28	1
alan david	143	1
alan edward	62	1
alan ernest	22	1
alan ezequiel	21	1
alan francis	25	1
alan frank	20	1
alan frederick	38	1
alan gabriel	41	1
alan geoffrey	26	1
alan george	91	1
alan james	149	1
alan javier	31	1
alan jesus	23	1
alan joel	22	1
alan john	236	1
alan jose	42	1
alan joseph	38	1
alan keith	29	1
alan kenneth	21	1
alan leslie	37	1
alan manuel	24	1
alan mark	20	1
alan martin	33	1
alan michael	62	1
alan patrick	21	1
alan paul	50	1
alan peter	39	1
alan richard	46	1
alan robert	75	1
alan roy	37	1
alan thomas	57	1
alan victor	23	1
alan william	99	1
alan	4855	1
alana	271	0
alanis	101	0
alanna	27	0
alano	61	1
alasana	37	1
alaska	20	0
alasne	68	0
alassane	332	1
alastair	22	1
alatz	78	1
alaya	23	0
alayn	62	1
alazne	2362	0
alba alejandra	31	0
alba alexandra	21	0
alba alicia	24	0
alba andrea	29	0
alba angeles	22	0
alba antonia	23	0
alba aurora	28	0
alba azucena	25	0
alba beatriz	66	0
alba belen	37	0
alba carmen	274	0
alba carolina	35	0
alba cecilia	80	0
alba concepcion	27	0
alba cristina	154	0
alba dolores	46	0
alba elena	72	0
alba elizabeth	29	0
alba esperanza	54	0
alba estefania	26	0
alba estela	26	0
alba esther	43	0
alba gabriela	22	0
alba gloria	21	0
alba ines	80	0
alba inmaculada	38	0
alba irene	34	0
alba iris	77	0
alba isabel	187	0
alba judith	20	0
alba lidia	20	0
alba liliana	44	0
alba lorena	39	0
alba lucero	23	0
